0,information systems,,,,,
1,artifical intelligence,,,,,
2,clinical neurology,,,,,
NA,Data missing or possibly corrupted. Excluded.,,,,,
bad data,Check if excluded,,,,,
,,,,,,
,,,,,,
Id,My class,Class name,Clarification 1,Clarification 2,2nd opinion needed,Decision
1,2,clinical neurology,,,,
2,NA,NA,bad data,excluded,,excluded
3,2,clinical neurology,,,,
4,2,clinical neurology,,,,
5,2,clinical neurology,,,,
6,2,clinical neurology,,,,
7,2,clinical neurology,,,,
8,2,clinical neurology,,,,
9,2,clinical neurology,,,,
10,2,clinical neurology,,,,
11,2,clinical neurology,,,,
12,2,clinical neurology,,,,
13,0,information systems,far from the classification,enemmän kuvankäsittelyä,,
14,0,information systems,,,,
15,0,information systems,,,,
16,0,information systems,,,,
17,0,information systems,,,,
18,2,clinical neurology,,,,
19,2,clinical neurology,,,,
20,2,clinical neurology,,,,
21,2,clinical neurology,,,,
22,2,clinical neurology,,,,
23,2,clinical neurology,,,,
24,2,clinical neurology,,,,
25,1,artifical intelligence,Or 0 as originally?,good reference point,2nd opinion,
26,2,clinical neurology,,,,
27,1,artifical intelligence,,,,
28,2,clinical neurology,,,,
29,0,information systems,Or 1?,good reference point,2nd opinion,
30,2,clinical neurology,,,,
31,NA,NA,bad data,excluded,,excluded
32,NA,NA,bad data,excluded,,excluded
33,NA,NA,bad data,excluded,,excluded
34,2,clinical neurology,,,,
35,2,clinical neurology,,,,
36,2,clinical neurology,,,,
37,2,clinical neurology,,,,
38,2,clinical neurology,,,,
39,2,clinical neurology,,,,
40,0,information systems,far from the classification,,,
41,2,clinical neurology,,,,
42,2,clinical neurology,,,,
43,2,clinical neurology,,,,
44,2,clinical neurology,,,,
45,2,clinical neurology,,,,
46,2,clinical neurology,,,,
47,1,artifical intelligence,,good reference point,,
48,2,clinical neurology,,,,
49,2,clinical neurology,,,,
50,2,clinical neurology,,,,
51,2,clinical neurology,,,,
52,2,clinical neurology,,,,
53,2,clinical neurology,,,,
54,1,artifical intelligence,,,,
55,1,artifical intelligence,,,,
56,2,clinical neurology,,,,
57,2,clinical neurology,,,,
58,2,clinical neurology,,,,
59,1,artifical intelligence,,,,
60,1,artifical intelligence,,,,
61,0,information systems,far from the classification,interesting reference point,,
62,2,clinical neurology,,,,
63,2,clinical neurology,,,,
64,2,clinical neurology,,,,
65,0,information systems,far from the classification,interesting reference point,,
66,0,information systems,far from the classification,,,
67,0,information systems,,,,
68,2,clinical neurology,,,,
69,2,clinical neurology,,,,
70,2,clinical neurology,,,,
71,2,clinical neurology,,,,
72,2,clinical neurology,,,,
73,2,clinical neurology,,,,
74,0,information systems,far from the classification,marketing,,
75,2,clinical neurology,,,,
76,2,clinical neurology,,,,
77,2,clinical neurology,,,,
78,2,clinical neurology,,,,
79,2,clinical neurology,,,,
80,2,clinical neurology,,,,
81,2,clinical neurology,,,,
82,2,clinical neurology,,,,
83,1,artifical intelligence,,good reference point,,
84,2,clinical neurology,,good reference point,,
85,2,clinical neurology,,good reference point,,
86,2,clinical neurology,,,,
87,1,artifical intelligence,Or 1?,good reference point,2nd opinion,
88,1,artifical intelligence,Related to 2?,good reference point,2nd opinion,
89,1,artifical intelligence,,,,
90,2,clinical neurology,,,,
91,2,clinical neurology,,,,
92,0,information systems,far from the classification,mathematics,2nd opinion,
93,2,clinical neurology,,,,
94,2,clinical neurology,,,,
95,0,information systems,far from the classification,,2nd opinion,
96,2,clinical neurology,,,,
97,2,clinical neurology,,,,
98,2,clinical neurology,,,,
99,0,information systems,,,,
100,2,clinical neurology,,,,
101,2,clinical neurology,,,,
102,2,clinical neurology,,,,
103,2,clinical neurology,,,,
104,0,information systems,,,,
105,0,information systems,far from the classification,"game theory, occupational psychology",2nd opinion,
106,0,information systems,far from the classification,telecommunication,2nd opinion,
107,0,information systems,,,,
108,1,artifical intelligence,,,,
109,1,artifical intelligence,,,,
110,2,clinical neurology,,,,
111,2,clinical neurology,,,,
112,2,clinical neurology,,,,
113,2,clinical neurology,,,,
114,2,clinical neurology,,,,
115,2,clinical neurology,,,,
116,2,clinical neurology,,,,
117,0,information systems,,,,
118,2,clinical neurology,,,,
119,0,information systems,,,,
120,2,clinical neurology,,,,
121,2,clinical neurology,,,,
122,2,clinical neurology,,,,
123,1,artifical intelligence,,,,
124,2,clinical neurology,,,,
125,2,clinical neurology,,,,
126,0,information systems,far from the classification,formal languages,2nd opinion,
127,2,clinical neurology,,,,
128,2,clinical neurology,,,,
129,2,clinical neurology,,,,
130,1,artifical intelligence,,,,
131,2,clinical neurology,,,,
132,1,artifical intelligence,Or 0 as originally?,interesting reference point,2nd opinion,
133,2,clinical neurology,,,,
134,2,clinical neurology,,,,
135,2,clinical neurology,,,,
136,1,artifical intelligence,far from the classification,pattern regocnition,2nd opinion,
137,2,clinical neurology,,,,
138,2,clinical neurology,,,,
139,2,clinical neurology,,,,
140,0,information systems,,,,
141,0,information systems,far from the classification,formal languages,2nd opinion,
142,2,clinical neurology,,,,
143,2,clinical neurology,,,,
144,2,clinical neurology,,,,
145,2,clinical neurology,,,,
146,2,clinical neurology,,,,
147,2,clinical neurology,,,,
148,2,clinical neurology,,,,
149,2,clinical neurology,,,,
150,2,clinical neurology,,,,
151,2,clinical neurology,,,,
152,0,information systems,,,,
153,2,clinical neurology,,,,
154,2,clinical neurology,,,,
155,2,clinical neurology,,,,
156,1,artifical intelligence,,,,
157,1,artifical intelligence,,,,
158,1,artifical intelligence,,,,
159,2,clinical neurology,,,,
160,2,clinical neurology,,,,
161,0,information systems,,,,
162,2,clinical neurology,,,,
163,1,artifical intelligence,,,,
164,2,clinical neurology,,,,
165,2,clinical neurology,,,,
166,0,information systems,far from the classification,sosiology,2nd opinion,
167,0,information systems,far from the classification,,2nd opinion,
168,2,clinical neurology,,,,
169,1,artifical intelligence,,,,
170,2,clinical neurology,,,,
171,2,clinical neurology,,,,
172,2,clinical neurology,,,,
173,2,clinical neurology,,good reference point,,
174,2,clinical neurology,,,,
175,2,clinical neurology,,,,
176,0,information systems,,,,
177,2,clinical neurology,,,,
178,2,clinical neurology,,,,
179,2,clinical neurology,,,,
180,1,artifical intelligence,,,,
181,2,clinical neurology,,,,
182,2,clinical neurology,,,,
183,0,information systems,,,,
184,2,clinical neurology,,,,
185,2,clinical neurology,,,,
186,1,artifical intelligence,,,,
187,2,clinical neurology,,,,
188,2,clinical neurology,,,,
189,2,clinical neurology,,,,
190,2,clinical neurology,,,,
191,0,information systems,,mathematics,2nd opinion,
192,0,information systems,,,,
193,2,clinical neurology,,,,
194,2,clinical neurology,,,,
195,2,clinical neurology,,,,
196,0,information systems,Or 1?,chemistry,2nd opinion,
197,2,clinical neurology,,,,
198,2,clinical neurology,,,,
199,2,clinical neurology,,,,
200,2,clinical neurology,,,,
201,1,artifical intelligence,,,,
202,1,artifical intelligence,,,,
203,1,artifical intelligence,,,,
204,1,artifical intelligence,,,,
205,2,clinical neurology,,,,
206,2,clinical neurology,,,,
207,1,artifical intelligence,,,,
208,2,clinical neurology,,,,
209,2,clinical neurology,,,,
210,2,clinical neurology,,,,
211,2,clinical neurology,,,,
212,2,clinical neurology,,,,
213,2,clinical neurology,,,,
214,2,clinical neurology,,,,
215,2,clinical neurology,,,,
216,2,clinical neurology,,,,
217,2,clinical neurology,,,,
218,1,artifical intelligence,,,,
219,2,clinical neurology,,,,
220,2,clinical neurology,,,,
221,2,clinical neurology,,,,
222,2,clinical neurology,,,,
223,0,information systems,,,,
224,1,artifical intelligence,,,,
225,1,artifical intelligence,,,,
